"species","decimalLatitude","decimalLongitude","country","eventDate"
"Apis mellifera",31.861444,34.826595,"Israel","2025-01-08T10:49:30"
"Apis mellifera",13.4462,-16.458542,"Gambia","2025-01-08T08:10Z"
"Apis mellifera",-34.004372,18.507958,"South Africa","2025-01-08T14:03:16"
"Apis mellifera",41.54517,1.891337,"Spain","2025-01-08T12:34"
"Apis mellifera",8.361,-80.1307,"Panama","2025-01-08T07:02:37"
"Apis mellifera",25.079322,-77.348392,"Bahamas","2025-01-07T11:05:07"
"Apis mellifera",25.078744,-77.347619,"Bahamas","2025-01-07T10:59:05"
"Apis mellifera",-35.105831,139.20334,"Australia","2025-01-07T10:59"
"Apis mellifera",24.723463,-81.030953,"United States of America","2025-01-08T09:24:31"
"Apis mellifera",-33.680716,-56.801201,"Uruguay","2025-01-08T11:31"
"Apis mellifera",-26.137484,27.942755,"South Africa","2025-01-08T12:52"
"Apis mellifera",-34.046607,22.318151,"South Africa","2025-01-06T07:42:49"
"Apis mellifera",23.191669,-106.425556,"Mexico","2025-01-08T07:46:10"
"Apis mellifera",-33.143319,151.444537,"Australia","2025-01-03T14:54:16"
"Apis mellifera",26.262505,-80.108383,"United States of America","2025-01-08T12:34:35"
"Apis mellifera",36.827538,-2.405564,"Spain","2025-01-08T19:11:43"
"Apis mellifera",28.653893,-17.856034,"Spain","2025-01-08"
"Apis mellifera",20.399055,-87.318198,"Mexico","2025-01-08T13:57:14"
"Apis mellifera",22.540981,-78.435808,"Cuba","2025-01-08T12:42"
"Apis mellifera",-40.074593,-71.322521,"Argentina","2025-01-08T15:57:30"
"Apis mellifera",21.042936,-89.663377,"Mexico","2025-01-08T13:45"
"Apis mellifera",26.072655,-80.274753,"United States of America","2025-01-05T14:55:01"
"Apis mellifera",26.082492,-80.238287,"United States of America","2025-01-08T16:05:51"
"Apis mellifera",-34.60711,-58.352334,"Argentina","2025-01-08T10:58"
"Apis mellifera",-23.852928,-46.133262,"Brazil","2025-01-08T15:08:03"
"Apis mellifera",-34.874642,-56.152619,"Uruguay","2025-01-05T18:34:32"
"Apis mellifera",-20.781795,167.127565,"New Caledonia","2025-01-03T13:11:51"
"Apis mellifera",28.635162,-17.889748,"Spain","2025-01-08T10:26:41Z"
"Apis mellifera",-20.783467,167.125658,"New Caledonia","2025-01-03T13:32:13"
"Apis mellifera",-34.605963,-58.358396,"Argentina","2025-01-07T12:08:10"
"Apis mellifera",-34.742657,-55.981636,"Uruguay","2025-01-06T17:10:54"
"Apis mellifera",19.703298,-101.182907,"Mexico","2025-01-08T13:20"
"Apis mellifera",33.981994,-112.365529,"United States of America","2025-01-08T12:17:13"
"Apis mellifera",-39.109287,-67.072319,"Argentina","2025-01-07T18:33:49"
"Apis mellifera",-31.550942,-61.067707,"Argentina","2025-01-01T10:33"
"Apis mellifera",38.132922,-122.474847,"United States of America","2025-01-08T11:16:14"
"Apis mellifera",25.079094,-77.346567,"Bahamas","2025-01-08T10:36:59"
"Apis mellifera",25.079094,-77.346567,"Bahamas","2025-01-08T10:36:10"
"Apis mellifera",25.079544,-77.348203,"Bahamas","2025-01-08T09:52:51"
"Apis mellifera",-37.94359,145.220747,"Australia","2025-01-09T14:27:25"
"Apis mellifera",30.411819,-97.648725,"United States of America","2025-01-05T12:42"
"Apis mellifera",-26.712637,153.044783,"Australia","2025-01-09T14:07:14"
"Apis mellifera",33.898523,-117.507127,"United States of America","2025-01-02T13:44"
"Apis mellifera",-27.129074,152.898687,"Australia","2025-01-07T08:20"
"Apis mellifera",-37.859809,145.380651,"Australia","2025-01-08T07:15"
"Apis mellifera",37.403318,-120.094944,"United States of America","2025-01-07T14:17"
"Apis mellifera",37.40332,-120.094942,"United States of America","2025-01-07T14:19"
"Apis mellifera",-37.829283,145.055988,"Australia","2025-01-09T17:43:51"
"Apis mellifera",-37.881996,145.057852,"Australia","2025-01-09T17:43:58"
"Apis mellifera",-36.07055,174.591553,"New Zealand","2025-01-09T13:42"
"Apis mellifera",-37.822559,145.182777,"Australia","2025-01-09T17:54:48"
"Apis mellifera",-43.522583,172.628042,"New Zealand","2025-01-09T11:16:35"
"Apis mellifera",-35.076967,138.864972,"Australia","2025-01-01T13:30:19"
"Apis mellifera",36.585483,-4.594856,"Spain","2025-01-09T10:58:56"
"Apis mellifera",-37.762108,144.92247,"Australia","2025-01-09T16:24:07"
"Apis mellifera",-37.762042,144.92273,"Australia","2025-01-09T16:25:22"
"Apis mellifera",46.771311,15.55695,"Austria","2025-01-09T10:46"
"Apis mellifera",41.306372,1.737152,"Spain","2025-01-01"
"Apis mellifera",18.538192,-68.356858,"Dominican Republic","2025-01-09T07:19:46"
"Apis mellifera",-31.907238,115.805245,"Australia","2025-01-09T18:33:29"
"Apis mellifera",-20.195398,28.615915,"Zimbabwe","2025-01-09T13:18:42"
"Apis mellifera",-22.637497,14.650122,"Namibia","2025-01-09T17:15:20"
"Apis mellifera",37.084271,-8.734064,"Portugal","2025-01-04T15:25Z"
"Apis mellifera",37.08463,-8.733444,"Portugal","2025-01-04T15:31Z"
"Apis mellifera",38.419686,-122.632836,"United States of America","2025-01-08T15:15"
"Apis mellifera",38.419681,-122.632842,"United States of America","2025-01-08T15:16"
"Apis mellifera",38.419681,-122.632842,"United States of America","2025-01-08T15:16"
"Apis mellifera",36.46175,-116.867347,"United States of America","2025-01-08T15:18:20"
"Apis mellifera",48.138402,11.579239,"Germany","2025-01-09T12:58:20"
"Apis mellifera",18.330751,-64.79589,"Virgin Islands (U.S.)","2025-01-09T16:32:41"
"Apis mellifera",-38.144479,176.237767,"New Zealand","2025-01-09T18:00:24"
"Apis mellifera",21.117717,-86.830219,"Mexico","2025-01-09T14:51"
"Apis mellifera",21.117717,-86.830219,"Mexico","2025-01-09T14:51"
"Apis mellifera",26.578808,-78.573919,"Bahamas","2025-01-07T09:35:02"
"Apis mellifera",28.792364,-17.926273,"Spain","2025-01-09T16:53:36Z"
"Apis mellifera",-35.255287,149.122008,"Australia","2025-01-06T11:20:46"
"Apis mellifera",-35.255283,149.122039,"Australia","2025-01-06T11:23:27"
"Apis mellifera",-35.255222,149.121964,"Australia","2025-01-06T11:36:07"
"Apis mellifera",-35.255225,149.121978,"Australia","2025-01-06T11:37:45"
"Apis mellifera",37.404147,-122.149922,"United States of America","2025-01-09T14:49:13"
"Apis mellifera",34.016572,-118.365837,"United States of America","2025-01-09T14:57:58"
"Apis mellifera",18.357757,-64.934088,"Virgin Islands (U.S.)","2025-01-09T19:12:35"
"Apis mellifera",-37.883086,145.021976,"Australia","2025-01-10T10:24:46"
"Apis mellifera",44.213234,-79.21853,"Canada","2025-01-09T18:21:36"
"Apis mellifera",-37.893514,145.067817,"Australia","2025-01-10T10:26:40"
"Apis mellifera",-37.99514,145.142052,"Australia","2025-01-10T10:26:48"
"Apis mellifera",-37.812055,145.149371,"Australia","2025-01-10T10:27:47"
"Apis mellifera",-37.959455,145.146885,"Australia","2025-01-10T10:28:34"
"Apis mellifera",-37.958694,145.032972,"Australia","2025-01-10T10:29:13"
"Apis mellifera",-37.878927,145.140973,"Australia","2025-01-10T10:31:26"
"Apis mellifera",37.011688,-4.55674,"Spain","2025-01-09T22:17"
"Apis mellifera",35.86932,-114.661208,"United States of America","2025-01-09T13:36:50"
"Apis mellifera",25.694813,-80.370605,"United States of America","2025-01-09T13:03:41"
"Apis mellifera",-37.88942,145.289887,"Australia","2025-01-10T11:18:02"
"Apis mellifera",16.776467,-96.614843,"Mexico","2025-01-05T13:23"
"Apis mellifera",28.394083,-81.449203,"United States of America","2025-01-09T15:37:44"
"Apis mellifera",-37.90462,145.329547,"Australia","2025-01-09T10:12"
"Apis mellifera",-37.776324,145.361358,"Australia","2025-01-10T10:03"
"Apis mellifera",-37.763777,145.350001,"Australia","2025-01-10T10:46"
"Apis mellifera",-27.599726,152.895805,"Australia","2025-01-10T10:40"
"Apis mellifera",-37.553973,143.845882,"Australia","2025-01-10T15:13:23"
"Apis mellifera",-37.751553,175.28447,"New Zealand","2025-01-10T17:31:39"
"Apis mellifera",27.841667,-82.669167,"United States of America","2025-01-08T15:42:50"
"Apis mellifera",-37.835454,145.373157,"Australia","2025-01-10T14:33:37"
"Apis mellifera",-39.046353,174.104429,"New Zealand","2025-01-10T16:28"
"Apis mellifera",32.100559,34.807053,"Israel","2025-01-10T08:27:04"
"Apis mellifera",34.14886,-118.148549,"United States of America","2025-01-09T15:24:15"
"Apis mellifera",37.596286,-122.508915,"United States of America","2025-01-05T15:17"
"Apis mellifera",-34.61148,19.32932,"South Africa","2025-01-09T13:41:42"
"Apis mellifera",-37.862165,145.129804,"Australia","2025-01-10T19:24"
"Apis mellifera",-37.877201,145.008299,"Australia","2025-01-10T19:17"
"Apis mellifera",-37.805192,145.124352,"Australia","2025-01-10T19:17"
"Apis mellifera",-37.929303,145.168135,"Australia","2025-01-10T19:07"
"Apis mellifera",-37.85738,145.169384,"Australia","2025-01-10T19:02"
"Apis mellifera",-37.996153,145.189941,"Australia","2025-01-10T19:02"
"Apis mellifera",-38.176352,144.306889,"Australia","2025-01-10T18:27"
"Apis mellifera",-33.176065,136.920072,"Australia","2025-01-10T18:41:36"
"Apis mellifera",41.665595,2.708248,"Spain","2025-01-10T15:12:18"
"Apis mellifera",23.496695,120.154032,"Chinese Taipei","2025-01-04T11:27"
"Apis mellifera",40.663272,26.761614,"Türkiye","2025-01-10T17:30:48"
"Apis mellifera",38.04091,-8.516328,"Portugal","2025-01-09T12:39:27Z"
"Apis mellifera",-5.930694,-35.223515,"Brazil","2025-01-10T09:03:54"
"Apis mellifera",40.274009,23.312047,"Greece","2025-01-10T12:27:30"
"Apis mellifera",44.210876,9.553925,"Italy","2025-01-10T10:06:57"
"Apis mellifera",25.695633,-80.371446,"United States of America","2025-01-10T13:19:46"
"Apis mellifera",6.245394,-75.591197,"Colombia","2025-01-10T13:53:41"
"Apis mellifera",27.412527,-82.658988,"United States of America","2025-01-10T13:31:12"
"Apis mellifera",37.942059,-122.331186,"United States of America","2025-01-10T11:03:30"
"Apis mellifera",-36.278717,-72.809984,"Chile","2025-01-09T14:45"
"Apis mellifera",28.753188,-18.003998,"Spain","2025-01-10T15:29:35Z"
"Apis mellifera",28.794045,-17.929415,"Spain","2025-01-10T09:58:42Z"
"Apis mellifera",53.500381,-113.56062,"Canada","2025-01-04T12:31"
"Apis mellifera",14.083426,-87.166504,"Honduras","2025-01-10T15:49:55"
"Apis mellifera",-31.390549,-64.560341,"Argentina","2025-01-07T14:01:41"
"Apis mellifera",34.0174,-118.365145,"United States of America","2025-01-10T14:15:54"
"Apis mellifera",-22.546381,-43.06485,"Brazil","2025-01-09T11:41"
"Apis mellifera",24.818542,-107.382345,"Mexico","2025-01-10T08:58"
"Apis mellifera",-35.071906,138.881753,"Australia","2025-01-11T10:28:53"
"Apis mellifera",-37.923972,145.060046,"Australia","2025-01-11T09:40"
"Apis mellifera",-37.925239,145.063831,"Australia","2025-01-11T09:37"
"Apis mellifera",-37.917736,145.018006,"Australia","2025-01-11T09:37"
"Apis mellifera",-37.931208,145.134908,"Australia","2025-01-11T09:37"
"Apis mellifera",-37.891567,145.015441,"Australia","2025-01-11T09:37"
"Apis mellifera",-37.997952,145.030115,"Australia","2025-01-11T09:37"
"Apis mellifera",-37.895013,145.110318,"Australia","2025-01-11T09:36"
"Apis mellifera",-37.962666,145.129369,"Australia","2025-01-11T09:36"
"Apis mellifera",-33.968714,-59.501137,"Argentina","2025-01-10T16:35"
