iso,year,loss__ha
AUS,2009,203711.0919
AUT,2009,15887.11456
AZE,2009,371.8340475
BDI,2009,882.7760185
BEL,2009,5176.362959
BEN,2009,4929.158829
BES,2009,0.956144352
BFA,2009,4.531714429
BGD,2009,5624.91051
BGR,2009,6099.640914
BHS,2009,823.9719624
BIH,2009,1296.334775
BLR,2009,35542.67515
BLZ,2009,10264.12716
BMU,2009,0.457064113
BOL,2009,225270.2916
BRA,2009,1817901.233
BRB,2009,13.26493628
BRN,2009,2169.473926
BTN,2009,1175.459352
BWA,2009,41.32463148
CAF,2009,48252.90322
CAN,2009,1550371.987
CHE,2009,2274.492164
CHL,2009,88566.57692
CHN,2009,599603.2269
CIV,2009,108875.8152
CMR,2009,36072.01191
COD,2009,635215.1916
COG,2009,19073.00668
COL,2009,237890.8827
COM,2009,112.2063287
CPV,2009,7.957187264
CRI,2009,22464.55477
CUB,2009,16259.9006
CUW,2009,4.664949847
CYM,2009,29.88331568
CYP,2009,56.43821077
CZE,2009,13514.29448
DEU,2009,28761.54305
DMA,2009,73.78040032
DNK,2009,6645.67895
DOM,2009,13966.84286
DZA,2009,10467.27357
ECU,2009,57646.3496
EGY,2009,59.56834375
ESP,2009,67544.77998
EST,2009,18822.74067
ETH,2009,29279.02031
FIN,2009,176320.2607
FJI,2009,1790.739824
FRA,2009,67053.59918
GAB,2009,18252.22194
GBR,2009,37709.69901
GEO,2009,448.3663809
GGY,2009,0.80613844
GHA,2009,38252.52539
GIN,2009,23388.00517
GLP,2009,118.3236839
GMB,2009,8.991778087
GNB,2009,7963.973504
GNQ,2009,5684.844643
GRC,2009,6564.26725
GRD,2009,93.76963414
GTM,2009,86944.43168
GUF,2009,2861.953997
GUY,2009,8267.026506
HKG,2009,50.10995732
HND,2009,51514.12911
HRV,2009,2902.639756
HTI,2009,2464.671315
HUN,2009,10072.46724
IDN,2009,1944963.172
IMN,2009,47.11863735
IND,2009,79202.84904
IRL,2009,7230.723851
IRN,2009,191.2876192
IRQ,2009,15.79663199
ISR,2009,93.0957598
ITA,2009,14792.7007
JAM,2009,3538.281777
JEY,2009,1.265435702
JPN,2009,40894.99086
KAZ,2009,6432.647498
KEN,2009,17696.12609
KGZ,2009,201.2159922
KHM,2009,121021.3658
KNA,2009,33.76806495
KOR,2009,16415.8599
LAO,2009,145564.2093
LBN,2009,340.4467987
LBR,2009,75135.89504
LBY,2009,5.523105195
LCA,2009,54.9228842
LIE,2009,4.687999058
LKA,2009,13974.77009
LSO,2009,4.287702217
LTU,2009,14407.62948
LUX,2009,216.4001089
LVA,2009,34916.22387
MAC,2009,2.284762831
MAF,2009,0.659094748
MAR,2009,1197.397587
MDA,2009,187.7122692
MDG,2009,136536.7714
MDV,2009,5.125170641
MEX,2009,281232.4493
MKD,2009,4300.738317
MLI,2009,157.6952096
MLT,2009,1.564504503
MMR,2009,216305.7758
MNE,2009,565.1699342
MNG,2009,81792.55041
MOZ,2009,217493.3896
MSR,2009,4.867550672
MTQ,2009,199.2454057
MUS,2009,241.8571806
MWI,2009,4030.387954
MYS,2009,622780.3721
MYT,2009,5.704664285
NAM,2009,85.37597753
NCL,2009,975.7904923
NGA,2009,25289.81782
NIC,2009,83097.23566
NLD,2009,1559.085973
NOR,2009,23316.51938
NPL,2009,5524.069591
NZL,2009,59613.13351
PAK,2009,920.7646923
PAN,2009,36946.83689
PER,2009,177914.326
PHL,2009,60889.62031
PLW,2009,30.21298275
PNG,2009,49210.43941
POL,2009,46925.78427
PRI,2009,952.6811919
PRK,2009,13113.70031
PRT,2009,39859.83057
PRY,2009,353183.6793
PSE,2009,1.244830224
REU,2009,187.1870171
ROU,2009,16176.93283
RUS,2009,2111640.886
RWA,2009,1381.965457
SAU,2009,0
SDN,2009,81.32070754
SEN,2009,160.8732679
SGP,2009,177.0473151
SLB,2009,6034.538307
SLE,2009,30546.33283
SLV,2009,4283.706821
SMR,2009,0.11155957
SOM,2009,307.1147457
SRB,2009,2506.968521
SSD,2009,8057.779471
SUR,2009,7362.475244
SVK,2009,11236.96289
SVN,2009,1951.304237
SWE,2009,208257.9325
SWZ,2009,10654.20484
SXM,2009,2.929710438
SYC,2009,0.151819992
SYR,2009,130.9067774
TCA,2009,105.5949212
TCD,2009,1065.523055
TGO,2009,5579.997542
THA,2009,132690.267
TJK,2009,34.04102614
TKM,2009,12.98584265
TLS,2009,2633.964071
TTO,2009,1377.155902
TUN,2009,981.7533323
TUR,2009,28108.25361
TWN,2009,8161.887539
TZA,2009,143354.4568
UGA,2009,23293.00075
UKR,2009,48322.46427
UMI,2009,0.073094672
URY,2009,19279.78332
USA,2009,1608980.963
UZB,2009,96.40260709
VCT,2009,29.89848461
VEN,2009,142405.7706
VGB,2009,5.188663247
VIR,2009,86.32896581
VNM,2009,137716.233
VUT,2009,1096.266946
XAD,2009,2.986785605
XCA,2009,7.276171761
XKO,2009,777.0112119
XNC,2009,21.1310787
ZAF,2009,67278.37208
ZMB,2009,117826.6622
ZWE,2009,19401.97113
AFG,2010,87.72845281
AGO,2010,159806.0913
AIA,2010,0.439017861
ALA,2010,633.7402828
ALB,2010,655.7933438
AND,2010,1.083722139
ARG,2010,413230.8224
ARM,2010,162.1726243
ATF,2010,6.334069089
ATG,2010,19.13647801
AUS,2010,290725.4987
AUT,2010,16712.86378
AZE,2010,549.6000884
BDI,2010,1904.664687
BEL,2010,10909.02127
BEN,2010,529.2388362
BES,2010,2.422487293
BFA,2010,6.957261039
BGD,2010,4667.802143
BGR,2010,3569.08976
BHS,2010,400.6439928
BIH,2010,910.6377057
BLM,2010,0.293202837
BLR,2010,35754.09729
BLZ,2010,9765.90981
BMU,2010,0.914107481
BOL,2010,451759.1743
BRA,2010,2688896.176
BRB,2010,17.46198449
BRN,2010,966.9865201
BTN,2010,4353.621654
BWA,2010,30.49984232
CAF,2010,48554.30071
CAN,2010,2104876.435
CHE,2010,1737.945462
CHL,2010,91495.54346
CHN,2010,627825.8802
CIV,2010,92491.85757
CMR,2010,57991.86698
COD,2010,810712.3887
COG,2010,44665.2334
COL,2010,197067.4213
COM,2010,92.29998246
CPV,2010,0.892166426
CRI,2010,13145.26709
CUB,2010,8608.089255
CUW,2010,1.729851275
CYM,2010,39.79336772
CYP,2010,63.95480702
CZE,2010,15441.63525
DEU,2010,75677.99611
DMA,2010,92.12036731
DNK,2010,4427.723897
DOM,2010,14102.67579
DZA,2010,2605.623817
ECU,2010,33772.34545
EGY,2010,98.18230588
ESP,2010,56093.42215
EST,2010,21496.37884
ETH,2010,20184.15652
FIN,2010,167507.2792
FJI,2010,2346.764318
FRA,2010,143265.2096
FSM,2010,76.66233752
GAB,2010,10674.18386
GBR,2010,28469.2259
GEO,2010,818.5918274
GGY,2010,0.151174032
GHA,2010,19500.00367
GIN,2010,16045.58987
GLP,2010,127.3858969
GMB,2010,23.82726274
GNB,2010,4900.406656
GNQ,2010,6592.942459
GRC,2010,7785.29902
GRD,2010,159.5560714
GTM,2010,59668.37394
GUF,2010,3205.635088
GUY,2010,10098.88591
HKG,2010,12.89914447
HND,2010,46085.25513
HRV,2010,3499.248261
HTI,2010,2084.361177
HUN,2010,11255.48786
IDN,2010,1279331.975
IMN,2010,49.95639642
IND,2010,51317.10632
IRL,2010,3854.678751
IRN,2010,195.7900676
IRQ,2010,13.41544112
ISR,2010,89.07957605
ITA,2010,15806.37682
JAM,2010,2364.948067
JEY,2010,7.340422355
JOR,2010,0.065306392
JPN,2010,35745.32473
KAZ,2010,3108.915856
KEN,2010,22693.01006
KGZ,2010,260.9738158
KHM,2010,237881.9133
KNA,2010,18.53841191
KOR,2010,14425.15152
LAO,2010,167107.9998
LBN,2010,115.1806402
LBR,2010,20357.66583
LBY,2010,9.414285433
LCA,2010,99.84201268
LIE,2010,2.791921383
LKA,2010,7230.756199
LSO,2010,3.77271354
LTU,2010,21666.89043
LUX,2010,880.4352557
LVA,2010,48507.10998
MAC,2010,0.571166889
MAF,2010,0.512617015
MAR,2010,988.077067
MDA,2010,176.751139
MDG,2010,107218.8916
MDV,2010,3.135726146
MEX,2010,166728.9135
MKD,2010,2223.215056
MLI,2010,53.89056149
MLT,2010,0.626002233
MMR,2010,169913.2752
MNE,2010,210.939334
MNG,2010,8764.403873
MOZ,2010,194545.3857
MSR,2010,109.302041
MTQ,2010,75.36671357
MUS,2010,23.26746884
MWI,2010,3981.955543
MYS,2010,430607.479
MYT,2010,31.90512951
NAM,2010,26.96556648
NCL,2010,550.4216422
NGA,2010,32782.06424
NIC,2010,212519.5892
NLD,2010,3403.342056
NOR,2010,40128.9106
NPL,2010,2347.698601
NZL,2010,56121.87428
PAK,2010,720.2208582
PAN,2010,15402.50593
PER,2010,142324.1422
PHL,2010,102649.4323
PLW,2010,32.72961264
PNG,2010,68761.27147
POL,2010,71835.17455
PRI,2010,595.2798262
PRK,2010,19020.61973
PRT,2010,48401.15284
PRY,2010,442300.4144
PSE,2010,1.310659812
REU,2010,223.3669453
ROU,2010,17781.76487
RUS,2010,1859545.073
RWA,2010,2449.768497
SDN,2010,41.83875765
SEN,2010,153.8253932
SGP,2010,43.99259687
SLB,2010,6418.017872
SLE,2010,8782.214514
SLV,2010,2873.017717
SOM,2010,139.6464292
SRB,2010,2461.868685
SSD,2010,3879.410411
SUR,2010,7000.397415
SVK,2010,17103.91757
SVN,2010,1433.951353
SWE,2010,263646.4209
SWZ,2010,6660.339483
SXM,2010,0.219730671
SYR,2010,240.5329666
TCA,2010,38.4186888
TCD,2010,254.6524739
TGO,2010,514.1051344
THA,2010,134984.3093
TJK,2010,10.85788965
TKM,2010,8.873221636
TLS,2010,649.0107169
TTO,2010,3406.833391
TUN,2010,398.0397192
TUR,2010,17007.96514
TWN,2010,2459.821989
TZA,2010,138486.4105
UGA,2010,34149.41893
UKR,2010,52441.05515
URY,2010,17826.26894
USA,2010,2167662.188
UZB,2010,31.92424279
VCT,2010,65.79194187
VEN,2010,101285.5821
VGB,2010,3.946225116
VIR,2010,21.34495411
VNM,2010,174256.1939
VUT,2010,307.6289117
XAD,2010,0.127113335
XCA,2010,21.92282945
XKO,2010,468.2772286
XNC,2010,9.773423312
ZAF,2010,61758.75127
ZMB,2010,173983.6323
ZWE,2010,6635.29841
AFG,2011,112.9550622
AGO,2011,182927.9155
AIA,2011,1.024562784
ALA,2011,465.8224431
ALB,2011,1188.248196
AND,2011,0.913257606
ARG,2011,499187.1777
ARM,2011,173.9885745
ATG,2011,25.83647597
AUS,2011,121315.7073
AUT,2011,18089.76136
AZE,2011,147.4556886
BDI,2011,960.5865305
BEL,2011,5016.268619
BEN,2011,654.6675256
BES,2011,8.809001751
BFA,2011,15.31876527
BGD,2011,4181.292614
BGR,2011,3331.690642
BHS,2011,624.7938525
BIH,2011,970.6150882
BLR,2011,45367.01353
BLZ,2011,26386.27978
BMU,2011,0.130451297
BOL,2011,330239.2107
BRA,2011,1923363.695
BRB,2011,18.13697373
BRN,2011,2620.363235
BTN,2011,1090.993589
BWA,2011,21.43335793
CAF,2011,49140.1549
CAN,2011,2160700.601
CHE,2011,1939.854318
CHL,2011,99349.74402
CHN,2011,598586.6214
CIV,2011,124683.4927
CMR,2011,27651.74511
COD,2011,429540.0787
COG,2011,28374.34432
COL,2011,189829.019
COM,2011,122.6120992
CPV,2011,16.40944346
CRI,2011,10495.8143
CUB,2011,16312.75171
CUW,2011,1.354661964
CYM,2011,39.77471242
CYP,2011,118.5263928
CZE,2011,21853.28487
DEU,2011,34271.55205
DMA,2011,44.46318315
DNK,2011,3132.382287
DOM,2011,12960.42198
DZA,2011,8344.084462
ECU,2011,43630.40737
EGY,2011,102.6233366
ESP,2011,39325.56851
EST,2011,27199.28505
ETH,2011,15462.73448
FIN,2011,159354.7009
FJI,2011,552.8023927
FRA,2011,64074.31686
GAB,2011,18160.65516
GBR,2011,22656.55517
GEO,2011,539.7143638
GGY,2011,0.504209012
GHA,2011,36242.63011
GIN,2011,27637.96099
GLP,2011,73.90693009
GMB,2011,30.422627
GNB,2011,4283.911161
GNQ,2011,7706.364529
GRC,2011,6198.616502
GRD,2011,40.18600682
GTM,2011,40586.90124
GUF,2011,2708.796845
GUY,2011,8362.988172
HKG,2011,15.46864002
HND,2011,52571.55293
HRV,2011,2918.689848
HTI,2011,2564.210033
HUN,2011,8225.275769
IDN,2011,1543628.923
IMN,2011,12.03946139
IND,2011,88460.35915
IRL,2011,3108.828269
IRN,2011,238.9121501
IRQ,2011,3.290135532
ISR,2011,1065.392352
ITA,2011,11450.62657
JAM,2011,2385.22242
JEY,2011,3.188722276
JPN,2011,35955.32689
KAZ,2011,4852.338243
KEN,2011,17299.75727
KGZ,2011,111.9822805
KHM,2011,192154.6655
KNA,2011,12.35880576
KOR,2011,11709.67902
LAO,2011,130932.9584
LBN,2011,139.409047
LBR,2011,34444.33602
LBY,2011,9.487611197
LCA,2011,61.57842812
LIE,2011,1.84293668
LKA,2011,14736.92208
LSO,2011,3.354078545
LTU,2011,21735.15551
LUX,2011,447.8086715
LVA,2011,44737.56113
MAC,2011,0.713975236
MAF,2011,9.520155042
MAR,2011,3392.461738
MDA,2011,186.8124952
MDG,2011,162323.482
MDV,2011,10.56215889
MEX,2011,186771.2996
MKD,2011,2156.632677
MLI,2011,165.7856628
MLT,2011,1.438825873
MMR,2011,135716.3642
MNE,2011,494.3156
MNG,2011,3550.509212
MOZ,2011,150242.3884
MSR,2011,6.34311255
MTQ,2011,152.9927397
MUS,2011,487.3194964
MWI,2011,8216.209944
MYS,2011,463078.372
MYT,2011,2.327297514
NAM,2011,70.90416643
NCL,2011,709.1568659
NGA,2011,53891.48864
NIC,2011,43289.75705
NLD,2011,1155.291881
NOR,2011,32768.91954
NPL,2011,2816.45997
NZL,2011,59943.05383
PAK,2011,463.384443
PAN,2011,23104.0935
PER,2011,125265.0905
PHL,2011,33252.86178
PLW,2011,30.59188478
PNG,2011,53046.45901
POL,2011,56650.18083
PRI,2011,1227.7625
PRK,2011,5431.467607
PRT,2011,26672.76359
PRY,2011,457195.7334
PSE,2011,0.261357318
REU,2011,562.4162711
ROU,2011,16927.42175
RUS,2011,3021487.904
RWA,2011,925.9345725
SDN,2011,205.2396583
SEN,2011,116.8420487
SGP,2011,73.9111539
SLB,2011,5860.705993
SLE,2011,33929.46108
SLV,2011,3242.219007
SOM,2011,184.5080426
SPM,2011,0.053029116
SRB,2011,2210.161611
SSD,2011,9011.574753
SUR,2011,5696.75455
SVK,2011,11543.84555
SVN,2011,1436.134584
SWE,2011,205321.3007
SWZ,2011,2621.924535
SXM,2011,2.563523423
SYR,2011,155.8983513
TCA,2011,14.59910543
TCD,2011,920.0001788
TGO,2011,1255.77898
THA,2011,94544.69378
TJK,2011,20.20170652
TKM,2011,16.51523348
TLS,2011,1463.476667
TTO,2011,374.7194797
TUN,2011,2203.890028
TUR,2011,23887.92723
TWN,2011,1461.486996
TZA,2011,137805.3347
UGA,2011,65067.31794
UKR,2011,60355.87402
UMI,2011,0.146197626
URY,2011,28001.41284
USA,2011,1663692.304
UZB,2011,33.41626008
VCT,2011,30.42107748
VEN,2011,74441.21989
VGB,2011,15.3467351
VIR,2011,49.91760351
VNM,2011,130786.4074
VUT,2011,607.1044173
XAD,2011,1.080833818
XCA,2011,208.1169333
XKO,2011,802.0038879
XNC,2011,14.06764725
ZAF,2011,69616.79324
ZMB,2011,60076.41865
ZWE,2011,9039.172703
ABW,2012,0.150324923
AFG,2012,39.30761566
AGO,2012,180754.8207
AIA,2012,1.902614159
ALA,2012,654.7286496
ALB,2012,5395.648853
AND,2012,7.697719637
ARE,2012,0
ARG,2012,478177.9106
ARM,2012,197.6781764
ATG,2012,33.34539067
AUS,2012,139802.7577
AUT,2012,11158.42923
AZE,2012,597.6319687
BDI,2012,871.1629204
BEL,2012,5635.167607
BEN,2012,2865.411755
BES,2012,3.222078491
BFA,2012,0.377733864
BGD,2012,5359.457806
BGR,2012,9977.505725
BHS,2012,370.5939726
BIH,2012,2433.756924
BLM,2012,0.146613308
BLR,2012,39591.09205
BLZ,2012,11527.9676
BMU,2012,0.587705303
BOL,2012,273544.0107
BRA,2012,2918633.141
BRB,2012,116.543738
BRN,2012,1836.782867
BTN,2012,766.2123954
BWA,2012,15.78723676
CAF,2012,57313.88907
CAN,2012,2545494.224
CHE,2012,1518.064677
CHL,2012,174809.5119
CHN,2012,605004.4187
CIV,2012,96128.73772
CMR,2012,51267.60247
COD,2012,630999.5512
COG,2012,32143.61737
COL,2012,227707.0451
COM,2012,127.2928518
CPV,2012,8.993036956
CRI,2012,10367.07175
CUB,2012,10344.97799
CUW,2012,7.375498632
CYM,2012,9.227671763
CYP,2012,54.30803394
CZE,2012,14006.25281
DEU,2012,26007.35395
DMA,2012,144.7238357
DNK,2012,4451.952353
DOM,2012,17905.56949
DZA,2012,10912.73321
ECU,2012,74205.9655
EGY,2012,438.8534281
ERI,2012,0
ESP,2012,80495.82971
EST,2012,17685.11136
ETH,2012,41631.93539
FIN,2012,160310.4867
FJI,2012,1219.766551
FRA,2012,67302.61843
GAB,2012,17476.08258
GBR,2012,35668.66625
GEO,2012,472.998932
GGY,2012,0.604688794
GHA,2012,36625.86842
GIB,2012,0.06241793
GIN,2012,24485.56832
GLP,2012,294.8224137
GMB,2012,40.69027207
GNB,2012,3511.449476
GNQ,2012,4952.740973
GRC,2012,13242.08454
GRD,2012,39.73595788
GTM,2012,84044.44088
GUF,2012,9772.714858
GUY,2012,13111.82809
HKG,2012,14.18819789
HND,2012,32305.4952
HRV,2012,5004.428537
HTI,2012,4272.746835
HUN,2012,11921.85827
IDN,2012,2260260.505
IMN,2012,31.30303871
IND,2012,95068.55768
IRL,2012,5825.902588
IRN,2012,407.3912739
IRQ,2012,9.132024872
ISR,2012,49.2301897
ITA,2012,21489.45266
JAM,2012,2603.685793
JEY,2012,6.681639585
JOR,2012,0.130553283
JPN,2012,45672.06361
KAZ,2012,3741.514268
KEN,2012,17899.1367
KGZ,2012,84.65660716
KHM,2012,195568.9571
KNA,2012,10.74117124
KOR,2012,15941.07564
LAO,2012,147537.1235
LBN,2012,170.0053752
LBR,2012,72113.9399
LBY,2012,4.934646581
LCA,2012,67.10805567
LIE,2012,3.845795911
LKA,2012,14427.63469
LSO,2012,3.300161473
LTU,2012,17602.90056
LUX,2012,444.2894553
LVA,2012,34285.45823
MAC,2012,0.713987334
MAF,2012,3.441782252
MAR,2012,1689.890171
MDA,2012,1771.532315
MDG,2012,128468.1628
MDV,2012,2.450743201
MEX,2012,174753.0638
MKD,2012,2938.742773
MLI,2012,78.92125095
MLT,2012,0.313001362
MMR,2012,225188.7123
MNE,2012,1258.602535
MNG,2012,34640.34114
MOZ,2012,139946.215
MRT,2012,0
MSR,2012,2.212332165
MTQ,2012,308.425064
MUS,2012,152.4702056
MWI,2012,12173.04707
MYS,2012,628171.0443
MYT,2012,131.0511807
NAM,2012,25.83249602
NCL,2012,838.327987
NER,2012,0.074763426
NGA,2012,34970.91984
NIC,2012,33723.43777
NLD,2012,946.7570022
NOR,2012,29947.08816
NPL,2012,5045.045215
NZL,2012,69498.51588
PAK,2012,238.8369402
PAN,2012,17044.26955
PER,2012,275458.1339
PHL,2012,59586.54123
PLW,2012,28.0016373
PNG,2012,73333.39483
POL,2012,54896.168
PRI,2012,653.7553944
PRK,2012,16681.67861
PRT,2012,58236.13518
PRY,2012,510219.7905
PSE,2012,0.457779037
REU,2012,852.3251348
ROU,2012,30649.65247
RUS,2012,5391244.136
RWA,2012,1090.451742
SDN,2012,13.20474979
SEN,2012,84.50333118
SGP,2012,92.13825499
SLB,2012,8806.574989
SLE,2012,16356.21566
SLV,2012,2535.746181
SMR,2012,0.445934994
SOM,2012,194.9006652
SRB,2012,3478.064729
SSD,2012,6707.216401
SUR,2012,19502.01938
SVK,2012,9169.581603
SVN,2012,906.4816779
SWE,2012,234882.5805
SWZ,2012,3527.100068
SXM,2012,0.292980249
SYC,2012,0.607397483
SYR,2012,5370.641728
TCA,2012,7.656472902
TCD,2012,2491.109581
TGO,2012,1746.867736
THA,2012,114508.1207
TJK,2012,26.04127895
TKM,2012,8.986908646
TLS,2012,1887.382437
TTO,2012,713.5393981
TUN,2012,1414.717212
TUR,2012,28467.08505
TWN,2012,1460.098601
TZA,2012,154433.3549
UGA,2012,29141.30559
UKR,2012,55521.11186
UMI,2012,10.45293944
URY,2012,31387.53032
USA,2012,1964094.349
UZB,2012,55.37620508
VCT,2012,24.65449283
VEN,2012,105963.3435
VGB,2012,0.877064464
VIR,2012,26.62460834
VNM,2012,181241.5276
VUT,2012,198.1865256
XAD,2012,1.779786943
XCA,2012,22.72554435
XKO,2012,1738.521937
XNC,2012,5.735552824
ZAF,2012,84896.58286
ZMB,2012,129518.8767
ZWE,2012,13802.68934
AFG,2013,1.451841225
AGO,2013,168841.2542
AIA,2013,1.317167961
ALA,2013,509.692408
ALB,2013,2570.310922
AND,2013,3.364186641
ARG,2013,376776.5933
ARM,2013,41.84126219
ATG,2013,21.34523198
AUS,2013,260094.1396
AUT,2013,7645.341813
AZE,2013,149.0759937
BDI,2013,1405.646047
BEL,2013,3314.949506
BEN,2013,1312.903123
BES,2013,4.360236983
BFA,2013,0.226484287
BGD,2013,6021.926532
BGR,2013,3692.76314
BHS,2013,1572.70768
BIH,2013,2574.006261
BLM,2013,0.366513876
BLR,2013,28084.69737
BLZ,2013,16372.71043
BMU,2013,1.436534731
BOL,2013,179822.511
BRA,2013,1945506.253
BRB,2013,5.32159267
BRN,2013,888.3253656
BTN,2013,485.3524158
BWA,2013,14.12186352
CAF,2013,44182.45789
CAN,2013,2807337.592
CHE,2013,793.6246757
CHL,2013,102242.7719
CHN,2013,441325.8717
CIV,2013,175758.6684
CMR,2013,84612.41503
COD,2013,920604.2215
COG,2013,54641.41571
COL,2013,138898.116
COM,2013,1729.726219
CPV,2013,9.770838933
CRI,2013,7785.587052
CUB,2013,6071.558631
CUW,2013,6.245018541
CYM,2013,18.10549302
CYP,2013,13.50459562
CZE,2013,7658.876842
DEU,2013,15499.36852
DMA,2013,22.11861063
DNK,2013,2015.366626
DOM,2013,12703.0672
DZA,2013,6926.52927
ECU,2013,48383.14823
EGY,2013,96.99929436
ERI,2013,0
ESP,2013,63955.87066
EST,2013,17088.50051
ETH,2013,30851.23115
FIN,2013,148660.8608
FJI,2013,2699.407313
FRA,2013,30351.83693
GAB,2013,44448.92835
GBR,2013,28596.14521
GEO,2013,252.2500837
GGY,2013,0.10073643
GHA,2013,81228.45883
GIN,2013,146183.8843
GLP,2013,169.9387636
GMB,2013,12.2167423
GNB,2013,20704.22719
GNQ,2013,7289.62996
GRC,2013,5906.555994
GRD,2013,25.35640135
GTM,2013,55148.92227
GUF,2013,2967.797192
GUY,2013,7117.305616
HKG,2013,5.274325695
HND,2013,43631.84328
HRV,2013,2997.752683
HTI,2013,3181.211373
HUN,2013,8951.928668
IDN,2013,1139298.669
IMN,2013,16.83232751
IND,2013,80865.7359
IRL,2013,4772.826758
IRN,2013,72.2309315
IRQ,2013,2.531902043
ISR,2013,45.73070819
ITA,2013,15524.72353
JAM,2013,1327.66903
JEY,2013,0.50645093
JPN,2013,23234.07848
KAZ,2013,2863.638875
KEN,2013,13563.7662
KGZ,2013,26.81397913
KHM,2013,190096.3984
KNA,2013,5.147649727
KOR,2013,9469.912938
LAO,2013,205606.5378
LBN,2013,160.0173957
LBR,2013,155535.7698
LBY,2013,81.29858731
LCA,2013,36.09373117
LIE,2013,1.949117049
LKA,2013,7952.996078
LSO,2013,7.338918472
LTU,2013,13922.77664
LUX,2013,347.9872372
LVA,2013,27766.43898
MAC,2013,0.071397997
MAF,2013,1.830770274
MAR,2013,835.8379945
MDA,2013,167.3453442
MDG,2013,299350.3244
MDV,2013,3.975830698
MEX,2013,219047.8266
MKD,2013,1149.017879
MLI,2013,409.7811716
MLT,2013,0.250462234
MMR,2013,248186.4487
MNE,2013,2401.113683
MNG,2013,628.7988744
MOZ,2013,162655.5217
MRT,2013,0
MSR,2013,0.885133267
MTQ,2013,146.3594012
MUS,2013,219.2703833
MWI,2013,10562.32145
MYS,2013,333221.1538
MYT,2013,327.565717
NAM,2013,2.337401904
NCL,2013,2281.634735
NGA,2013,43434.8974
NIC,2013,44038.0597
NLD,2013,514.1770204
NOR,2013,33069.3826
NPL,2013,835.4692511
NZL,2013,77541.50731
PAK,2013,60.01049955
PAN,2013,14041.08696
PER,2013,209306.8716
PHL,2013,58871.1404
PLW,2013,21.29418574
PNG,2013,56667.73029
POL,2013,35014.59256
PRI,2013,701.6415651
PRK,2013,5030.982104
PRT,2013,51884.19607
PRY,2013,318563.8864
PSE,2013,0.394443378
REU,2013,1652.941887
ROU,2013,12946.15584
RUS,2013,4965537.343
RWA,2013,2472.624875
SAU,2013,0
SDN,2013,9.403742597
SEN,2013,374.7376723
SGP,2013,25.9184812
SLB,2013,9471.368441
SLE,2013,170277.6569
SLV,2013,2053.488633
SMR,2013,0.167271871
SOM,2013,315.8421904
SPM,2013,4.506196744
SRB,2013,2798.327755
SSD,2013,4931.464914
SUR,2013,10203.27088
SVK,2013,5076.41744
SVN,2013,638.8880347
SWE,2013,197658.344
SWZ,2013,3126.108744
SXM,2013,2.56347179
SYC,2013,1.214748876
SYR,2013,1270.43285
TCA,2013,10.516318
TCD,2013,2895.247093
TGO,2013,2952.616232
THA,2013,84754.41246
TJK,2013,1.319036256
TKM,2013,0.371512178
TLS,2013,462.9362025
TTO,2013,759.227651
TUN,2013,1300.333442
TUR,2013,22542.95767
TWN,2013,953.1628872
TZA,2013,181510.4286
UGA,2013,47750.03594
UKR,2013,37711.82202
URY,2013,19263.21439
USA,2013,1736445.498
UZB,2013,24.68649925
VCT,2013,13.41511604
VEN,2013,64519.97256
VGB,2013,2.777000663
VIR,2013,27.33988538
VNM,2013,132423.2241
VUT,2013,1111.059618
XAD,2013,1.017217721
XCA,2013,55.38596969
XKO,2013,767.7412497
XNC,2013,16.13823621
ZAF,2013,56368.9985
ZMB,2013,84831.58231
ZWE,2013,9631.632143
AFG,2014,2.719290471
AGO,2014,212662.0767
AIA,2014,0.36583298
ALA,2014,550.0605307
ALB,2014,1051.881716
AND,2014,1.368260456
ARG,2014,241102.8077
ARM,2014,38.12758191
ATG,2014,24.87565216
AUS,2014,281737.5241
AUT,2014,9869.568611
AZE,2014,328.2460228
BDI,2014,2047.240182
BEL,2014,4239.266549
BEN,2014,1358.271982
BES,2014,1.710357331
BFA,2014,0
BGD,2014,12060.76315
BGR,2014,6688.56414
BHS,2014,902.3064921
BIH,2014,1789.544495
BLM,2014,0.219911349
BLR,2014,33626.20475
BLZ,2014,16464.7138
BMU,2014,0.848838596
BOL,2014,256901.3982
BRA,2014,2693134.295
BRB,2014,2.173549317
BRN,2014,2224.705898
BTN,2014,1229.151313
BWA,2014,15.52435011
CAF,2014,57852.20593
CAN,2014,2643608.541
CHE,2014,1503.552658
CHL,2014,119335.1253
CHN,2014,531643.2997
CIV,2014,346792.5692
CMR,2014,181851.0045
COD,2014,1337961.085
COG,2014,72891.1537
COL,2014,202027.8897
COM,2014,1473.862077
CPV,2014,4.078788126
CRI,2014,10934.44721
CUB,2014,5861.468362
CUW,2014,2.333078605
CYM,2014,7.705385204
CYP,2014,33.30200692
CZE,2014,13939.61016
DEU,2014,21169.34321
DMA,2014,12.24495792
DNK,2014,5320.770495
DOM,2014,13678.14008
DZA,2014,9523.348572
ECU,2014,30904.97022
EGY,2014,115.0030751
ERI,2014,0
ESP,2014,74226.43456
EST,2014,23576.65102
ETH,2014,32725.07263
FIN,2014,186628.868
FJI,2014,3689.014622
FRA,2014,44359.06366
GAB,2014,48752.34078
GBR,2014,30371.65767
GEO,2014,113.7410132
GGY,2014,0.100516266
GHA,2014,120298.1171
GIN,2014,132716.1983
